Time (s),Group_1 (g)
0.0,0.075431
0.001000100010001,0.984282
0.002000200020002,-0.894437
0.003000300030003,-0.797898
0.004000400040004,1.219589
0.005000500050005001,0.416042
0.006000600060006,-0.367831
0.0070007000700070005,1.266626
0.008000800080008,0.319751
0.009000900090009001,-0.869966
0.010001000100010001,1.194744
0.011001100110011002,-0.037807
0.012001200120012,-1.18024
0.013001300130013,0.533159
0.014001400140014001,0.152199
0.015001500150015001,-1.076843
0.016001600160016,0.131859
0.017001700170017002,0.875886
0.018001800180018002,-0.305651
0.019001900190019003,0.370192
0.020002000200020003,0.837908
0.021002100210021003,-0.186523
0.022002200220022004,-0.576044
0.023002300230023004,1.233805
0.024002400240024,-0.491144
0.025002500250025,-1.160349
0.026002600260026,1.412061
0.027002700270027002,-0.376621
0.028002800280028002,-1.061481
0.029002900290029002,0.705453
0.030003000300030003,0.430923
0.031003100310031003,-1.604746
0.032003200320032,0.274149
0.033003300330033,0.303216
0.034003400340034004,-0.994666
0.035003500350035,-0.167611
0.036003600360036005,1.001477
0.037003700370037,-0.928762
0.038003800380038005,-0.204949
0.039003900390039,1.0673
0.040004000400040006,-0.316186
0.041004100410041,-0.591589
0.04200420042004201,0.85514
0.043004300430043,-0.653363
0.04400440044004401,-0.660885
0.045004500450045004,1.088042
0.04600460046004601,-0.34186
0.047004700470047005,-1.477167
0.048004800480048,1.272484
0.049004900490049005,0.079944
0.05000500050005,-1.476002
0.051005100510051006,0.50397
0.052005200520052,0.921169
0.05300530053005301,-0.981695
0.054005400540054004,0.319308
0.05500550055005501,0.810588
0.056005600560056004,-0.855606
0.05700570057005701,0.236907
0.058005800580058005,1.074314
0.05900590059005901,-0.179335
0.060006000600060005,-0.897617
0.06100610061006101,1.19033
0.062006200620062006,-0.301992
0.063006300630063,-0.720918
0.064006400640064,0.907646
0.06500650065006501,-0.129316
0.066006600660066,-1.100679
0.067006700670067,0.780756
0.06800680068006801,0.703372
0.06900690069006901,-1.143893
0.07000700070007,0.53375
0.071007100710071,0.280768
0.07200720072007201,-0.885404
0.07300730073007301,-0.334924
0.074007400740074,0.892133
0.075007500750075,-1.184413
0.07600760076007601,-0.005701
0.07700770077007701,0.614135
0.078007800780078,-0.701279
0.07900790079007901,-0.655605
0.08000800080008001,1.150606
0.081008100810081,-0.121653
0.082008200820082,-0.714087
0.08300830083008301,1.363694
0.08400840084008401,0.235558
0.085008500850085,-0.936828
0.086008600860086,0.422351
0.08700870087008701,0.20005
0.08800880088008801,-0.915328
0.089008900890089,0.539679
0.09000900090009001,0.511255
0.09100910091009101,-0.568549
0.09200920092009202,0.976318
0.093009300930093,0.517046
0.09400940094009401,-0.621585
0.09500950095009501,-0.842434
0.096009600960096,0.88906
0.09700970097009701,-0.257982
0.09800980098009801,-0.831061
0.09900990099009901,0.883601
0.1000100010001,-0.726077
0.10101010101010101,-0.478637
0.10201020102010201,0.93789
0.10301030103010302,0.281608
0.104010401040104,-0.909403
0.10501050105010501,0.923999
0.10601060106010601,0.184339
0.10701070107010702,-1.308704
0.10801080108010801,0.219995
0.10901090109010901,0.633712
0.11001100110011001,-0.859842
0.11101110111011102,-0.106594
0.11201120112011201,0.742804
0.11301130113011301,-0.588539
0.11401140114011402,-0.184404
0.115011501150115,0.841748
0.11601160116011601,0.05442
0.11701170117011701,-0.888663
0.11801180118011802,1.21002
0.11901190119011901,-0.1807
0.12001200120012001,-0.438112
0.12101210121012101,0.650011
0.12201220122012202,0.387319
0.12301230123012301,-0.38941
0.12401240124012401,0.683858
0.125012501250125,0.074159
0.126012601260126,-0.968879
0.127012701270127,0.502512
0.128012801280128,0.728509
0.12901290129012902,-0.643094
0.13001300130013002,0.001815
0.13101310131013102,1.451453
0.132013201320132,-0.734536
0.133013301330133,-0.491699
0.134013401340134,0.958711
0.135013501350135,-0.21537
0.13601360136013602,-0.530393
0.13701370137013702,0.751943
0.13801380138013802,0.196424
0.13901390139013903,-0.834357
0.14001400140014,1.022569
0.141014101410141,0.209741
0.142014201420142,-1.012045
0.14301430143014301,0.937561
0.14401440144014402,0.531036
0.14501450145014502,-0.541887
0.14601460146014603,0.207903
0.147014701470147,0.809074
0.148014801480148,-0.926367
0.149014901490149,-0.108068
0.15001500150015,1.413931
0.15101510151015102,-0.741689
0.15201520152015202,-0.691677
0.15301530153015303,1.530738
0.15401540154015403,-0.940338
0.155015501550155,-0.924017
0.156015601560156,0.814939
0.157015701570157,0.067225
0.15801580158015802,-0.613533
0.15901590159015902,0.721344
0.16001600160016002,0.487111
0.16101610161016103,-0.776842
0.162016201620162,1.02566
0.163016301630163,0.172033
0.164016401640164,-1.163201
0.16501650165016502,0.851028
0.16601660166016602,1.024738
0.16701670167016702,-0.950596
0.16801680168016803,-0.127896
0.16901690169016903,0.403776
0.17001700170017,-0.510341
0.171017101710171,-0.600189
0.172017201720172,0.629816
0.17301730173017302,-0.634286
0.17401740174017402,-0.969561
0.17501750175017503,1.388763
0.17601760176017603,-0.060172
0.177017701770177,-1.102707
0.178017801780178,1.034309
0.179017901790179,0.394183
0.18001800180018002,-0.83027
0.18101810181018102,0.48137
0.18201820182018202,-0.021157
0.18301830183018303,-1.232744
0.18401840184018403,0.563739
0.185018501850185,0.925275
0.186018601860186,-0.426552
0.18701870187018702,0.328923
0.18801880188018802,1.040188
0.18901890189018902,-0.155204
0.19001900190019003,-0.38329
0.19101910191019103,1.15574
0.192019201920192,0.320805
0.193019301930193,-0.520536
0.19401940194019401,0.969136
0.19501950195019502,-0.088946
0.19601960196019602,-1.466623
0.19701970197019703,1.10261
0.19801980198019803,0.122191
0.19901990199019903,-1.389386
0.2000200020002,0.724502
0.201020102010201,0.610372
0.20202020202020202,-1.052271
0.20302030203020302,0.067837
0.20402040204020402,1.120172
0.20502050205020503,-0.650544
0.20602060206020603,0.171595
0.20702070207020704,0.984899
0.208020802080208,0.149
0.20902090209020902,-0.327935
0.21002100210021002,1.038469
0.21102110211021102,-0.023596
0.21202120212021203,-0.928671
0.21302130213021303,1.406232
0.21402140214021403,0.195902
0.215021502150215,-1.277686
0.21602160216021601,1.089817
0.21702170217021702,-0.021315
0.21802180218021802,-0.792363
0.21902190219021903,0.522777
0.22002200220022003,0.674685
0.22102210221022103,-1.379121
0.22202220222022204,-0.169443
0.223022302230223,0.676818
0.22402240224022402,-1.106674
0.22502250225022502,-0.698098
0.22602260226022602,0.709355
0.22702270227022703,-0.926488
0.22802280228022803,-0.512398
0.22902290229022904,1.138875
0.23002300230023,-0.453697
0.23102310231023102,-0.50321
0.23202320232023202,1.316537
0.23302330233023302,-0.388968
0.23402340234023403,-1.077399
0.23502350235023503,1.178161
0.23602360236023603,0.082986
0.23702370237023704,-0.658718
0.23802380238023801,0.619381
0.23902390239023902,0.731103
0.24002400240024002,-0.183548
0.24102410241024103,0.039757
0.24202420242024203,0.945978
0.24302430243024303,-0.93728
0.24402440244024404,-0.243275
0.245024502450245,0.848307
0.24602460246024602,-0.606524
0.24702470247024702,-0.026506
0.24802480248024802,1.11884
0.24902490249024903,-0.390639
0.25002500250025,-0.786552
0.251025102510251,1.164399
0.252025202520252,-0.040223
0.253025302530253,-0.87399
0.254025402540254,0.982325
0.255025502550255,0.018871
0.256025602560256,-0.712671
0.25702570257025703,0.305972
0.25802580258025803,1.090396
0.25902590259025904,-0.449127
0.26002600260026004,0.110667
0.26102610261026105,1.118513
0.26202620262026205,-1.324985
0.26302630263026305,-0.477125
0.264026402640264,0.732767
0.265026502650265,-0.886499
0.266026602660266,-0.997692
0.267026702670267,1.152998
0.268026802680268,-0.091613
0.269026902690269,-1.27144
0.27002700270027,1.01801
0.27102710271027103,0.320456
0.27202720272027203,-0.44031
0.27302730273027304,1.182252
0.27402740274027404,0.089198
0.27502750275027504,-0.76406
0.27602760276027605,0.28546
0.27702770277027705,0.827377
0.27802780278027805,-0.47205
0.279027902790279,0.204613
0.28002800280028,0.211758
0.281028102810281,-0.353159
0.282028202820282,-1.072211
0.283028302830283,1.19781
0.284028402840284,-0.867325
0.285028502850285,-0.956531
0.28602860286028603,1.313192
0.28702870287028703,0.529207
0.28802880288028804,-1.039063
0.28902890289028904,0.821544
0.29002900290029004,0.294193
0.29102910291029105,-1.574135
0.29202920292029205,0.409883
0.29302930293029306,0.314225
0.294029402940294,-1.592807
0.295029502950295,0.492006
0.296029602960296,1.016841
0.297029702970297,-0.831759
0.298029802980298,0.159005
0.299029902990299,1.241429
0.3000300030003,-0.758482
0.30103010301030103,-0.205359
0.30203020302030203,1.422418
0.30303030303030304,-0.505068
0.30403040304030404,-0.943262
0.30503050305030505,0.636394
0.30603060306030605,-0.313666
0.30703070307030705,-0.488288
0.30803080308030806,0.971882
0.309030903090309,0.392307
0.31003100310031,-0.877643
0.311031103110311,0.855499
0.312031203120312,0.51371
0.313031303130313,-0.624434
0.314031403140314,0.683709
0.31503150315031503,0.107471
0.31603160316031603,-0.80188
0.31703170317031704,0.048757
0.31803180318031804,0.493303
0.31903190319031904,-0.254829
0.32003200320032005,-0.538435
0.32103210321032105,1.311298
0.32203220322032206,-0.280096
0.32303230323032306,-1.077167
0.324032403240324,0.894773
0.325032503250325,-0.061865
0.326032603260326,-0.696396
0.327032703270327,0.612098
0.328032803280328,0.288505
0.329032903290329,-0.951689
0.33003300330033003,0.718176
0.33103310331033103,0.847036
0.33203320332033204,-1.094478
0.33303330333033304,0.19267
0.33403340334033405,0.867253
0.33503350335033505,-0.724188
0.33603360336033605,0.40164
0.33703370337033706,1.153933
0.33803380338033806,-0.352691
0.339033903390339,-0.638509
0.34003400340034,1.1411
0.341034103410341,-0.307534
0.342034203420342,-1.155199
0.343034303430343,0.670185
0.344034403440344,-0.215975
0.34503450345034503,-0.762175
0.34603460346034604,1.563506
0.34703470347034704,0.314398
0.34803480348034804,-1.026744
0.34903490349034905,0.612229
0.35003500350035005,0.822926
0.35103510351035105,-0.889533
0.35203520352035206,0.320456
0.35303530353035306,0.508538
0.354035403540354,-1.079373
0.355035503550355,-0.349556
0.356035603560356,1.075372
0.357035703570357,0.340943
0.358035803580358,-0.708916
0.35903590359035903,0.898462
0.36003600360036003,0.086134
0.36103610361036104,-0.294236
0.36203620362036204,1.515449
0.36303630363036304,-0.165015
0.36403640364036405,-1.160885
0.36503650365036505,0.819735
0.36603660366036606,0.416919
0.36703670367036706,-0.718204
0.36803680368036806,0.821058
0.369036903690369,0.42708
0.37003700370037,-0.579551
0.371037103710371,-0.459761
0.372037203720372,1.081498
0.373037303730373,-0.305194
0.37403740374037403,0.629019
0.37503750375037503,1.230209
0.37603760376037604,-0.45451
0.37703770377037704,-0.181912
0.37803780378037805,0.755144
0.37903790379037905,-0.548511
0.38003800380038005,-0.819023
0.38103810381038106,1.483116
0.38203820382038206,-0.456983
0.38303830383038306,-0.890277
0.384038403840384,1.326518
0.385038503850385,-0.339659
0.386038603860386,-0.874839
0.387038703870387,-0.150272
0.38803880388038803,0.625183
0.38903890389038903,-0.624108
0.39003900390039004,0.493022
0.39103910391039104,1.015863
0.39203920392039204,-0.347868
0.39303930393039305,0.131803
0.39403940394039405,1.348815
0.39503950395039505,-0.891263
0.39603960396039606,-0.736234
0.39703970397039706,1.050601
0.39803980398039807,-0.305057
0.39903990399039907,-0.155974
0.4000400040004,0.846479
0.401040104010401,-0.454354
0.402040204020402,-0.564485
0.40304030403040303,1.304331
0.40404040404040403,0.241114
0.40504050405040504,-1.036187
0.40604060406040604,0.561335
0.40704070407040704,0.736563
0.40804080408040805,-0.879527
0.40904090409040905,0.360866
0.41004100410041006,0.703702
0.41104110411041106,-0.828093
0.41204120412041206,-0.05666
0.41304130413041307,0.737216
0.41404140414041407,-0.511127
0.415041504150415,-1.145365
0.416041604160416,0.181605
0.417041704170417,-0.029887
0.41804180418041803,-0.53348
0.41904190419041903,0.703731
0.42004200420042004,-0.084763
0.42104210421042104,-0.793618
0.42204220422042205,1.320465
0.42304230423042305,0.205354
0.42404240424042405,-0.688985
0.42504250425042506,0.45662
0.42604260426042606,1.070118
0.42704270427042706,-0.78088
0.42804280428042807,0.442527
0.4290429042904291,0.9115
0.43004300430043,-0.889869
0.431043104310431,-0.497008
0.43204320432043203,0.977232
0.43304330433043303,-0.407113
0.43404340434043404,-0.902695
0.43504350435043504,0.835109
0.43604360436043604,-0.26329
0.43704370437043705,-0.264855
0.43804380438043805,0.667153
0.43904390439043905,-0.028258
0.44004400440044006,-1.335583
0.44104410441044106,1.295142
0.44204420442044207,0.762403
0.44304430443044307,-0.960549
0.4440444044404441,0.619265
0.445044504450445,0.393438
0.446044604460446,-0.803352
0.44704470447044703,-0.257721
0.44804480448044803,1.04346
