start_time,end_time,product_name,product_code,other_param_1_input_1,other_param_2_input_2,other_param_3_input_3,other_param_4_input_4,other_param_5_input_5
0.0,0.5,A,10,99.30039584166344,100.04244702119163,101.20490203918435,101.21207916833283,99.83971211515397
0.25,0.75,A,10,99.56712914834077,100.13097161135553,101.8315673730507,100.55019192323068,101.12808876449421
0.5,1.0,A,10,100.12826469412232,100.67874850059972,101.28685325869651,100.54808876449431,101.92840063974377
0.75,1.25,A,10,99.66823670531791,100.10380647740918,98.78952419032387,101.42089564174329,100.44715313874441
1.0,1.5,A,10,100.0188164734106,100.4426669332266,98.48877648940378,100.57047980807683,99.59897640943609
1.25,1.75,A,10,101.37541383446664,100.09606557377056,99.80412235105983,99.60316673330661,99.5220111955217
1.5,2.0,A,10,101.31267093162714,98.98161135545787,99.65939224310257,99.7759456217513,101.57195121951219
1.75,2.25,A,10,99.86502998800455,97.95811275489815,99.08916833266692,100.1212514994005,102.69059576169522
2.0,2.5,A,10,99.56604558176716,97.92849260295868,100.75625349860054,100.28013194722105,102.18850059976009
2.25,2.75,A,10,100.06867253098798,100.92458216713301,100.31721311475408,101.19676929228292,100.93425429828085
2.5,3.0,A,10,100.39510195921643,103.50500999600155,99.31163534586157,101.66418232706924,99.7038904438226
2.75,3.25,A,10,99.81617752898849,100.85366653338679,101.342706917233,102.11972810875648,100.68718112754885
3.0,3.5,A,10,98.67727309076378,97.86395041983204,100.67004798080758,101.93745701719315,100.5601239504201
3.25,3.75,A,10,99.43633746501388,97.22208716513403,101.04086765293881,100.42269492203128,98.77842862854855
3.5,4.0,A,10,99.88455817672937,99.30527788884437,101.62754498200731,98.59112355057964,98.48449020391816
3.75,4.25,A,10,99.97798080767701,99.32124750099968,100.3364894042382,100.68172331067576,99.96463414634161
4.0,4.5,A,10,100.59359056377454,98.11527389044392,97.71419832067215,101.42340263894444,99.31162335065987
4.25,4.75,A,10,101.21499000399834,99.61051579368254,97.34675729708117,99.1810435825671,99.61738504598166
4.5,5.0,A,10,100.88350259896048,100.58420231907245,98.16032387045193,100.01265493802465,100.33886045581758
4.75,5.25,A,10,101.41163134746097,100.81849260295901,98.01678128748507,101.13873250699721,100.67918832467011
5.0,5.5,A,10,100.55400639744111,99.64486205517781,100.1114754098363,101.56913234706113,101.70327069172315
5.25,5.75,A,10,99.14678928428644,99.55979608156734,100.09620551779301,102.42381847261103,99.15794082367071
5.5,6.0,A,10,99.50081967213121,100.02835665733737,98.89043182726931,101.01715713714513,98.12817672930812
5.75,6.25,A,10,100.2119712115154,101.19968412634915,100.31318272690926,100.47873250699695,99.18408636545374
6.0,6.5,A,10,100.98071171531387,100.89668932427041,99.88186325469782,99.80071971211503,100.72155137944848
6.25,6.75,A,10,99.53995201919213,100.70720511795282,98.91121951219519,99.38973210715729,101.48915633746513
6.5,7.0,A,10,99.257481007597,101.65491403438605,99.83397441023581,99.35708116753301,100.31500599760113
6.75,7.25,A,10,99.75462215113956,100.03596161535387,99.57989604158328,98.59978408636547,99.25786485405818
7.0,7.5,A,10,99.1538144742104,99.7706397441024,99.21002399040412,98.90674130347878,99.28228308676525
7.25,7.75,A,10,99.38310275889619,100.551511395442,99.65838464614161,99.22396641343477,101.17482207117163
7.5,8.0,A,10,99.34335065973605,100.9459536185524,101.8333786485406,99.4521591363454,102.07340663734523
7.75,8.25,A,10,100.30021191523419,100.92216713314681,101.33222710915639,99.86018792482996,99.91452219112364
8.0,8.5,A,10,100.73279888044762,100.36201119552193,99.26660935625738,99.58956417433023,99.35332267093158
8.25,8.75,A,10,99.62424230307884,101.01954418232712,100.52099960015993,99.32185925629747,100.76007596961223
8.5,9.0,A,10,98.84853658536586,100.78708116753297,99.89145541783299,99.95250699720138,101.3947940823671
8.75,9.25,A,10,99.83827269092359,99.8825829668133,99.60017193122746,100.63355057976818,100.78597361055566
9.0,9.5,A,10,100.90433026789276,100.52311475409843,101.40148740503777,100.04395841663346,99.36249500199919
9.25,9.75,A,10,100.24330267892846,101.374150339864,102.30974410235909,100.5094842063174,99.58299880047984
9.5,10.0,A,10,100.64284686125556,99.30095961615336,100.51523790483797,99.98131547381038,100.56331467413041
9.75,10.25,A,10,101.634638144742,98.54539784086347,99.60044782087154,99.54702918832474,100.37473810475804
10.0,10.5,A,10,100.53192722910812,99.71103558576571,99.47692123150738,101.50988804478214,100.27315073970412
10.25,10.75,A,10,98.53141143542582,100.00169532187141,99.49322271091562,102.22357057177125,98.3951419432229
10.5,11.0,A,10,99.3243382646941,100.09930427828856,99.99655737704903,102.31115153938414,98.00330267892829
10.75,11.25,A,10,99.86217512994799,100.71330667732903,99.79127548980406,100.35955617752875,100.08105557776904
11.0,11.5,A,10,99.46207117153135,101.63199920031987,99.88524190323876,99.03673330667733,100.08007596961201
11.25,11.75,A,10,98.564638144742,100.27592962814887,99.81071171531403,99.03677728908444,100.30979208316649
11.5,12.0,A,10,99.48091163534596,99.74980807676933,100.38870851659331,98.91617752898802,100.58118352658926
11.75,12.25,A,10,101.05526989204319,100.49451019592158,100.0343382646942,100.21826469412231,99.22864454218319
12.0,12.5,A,10,100.58497001199483,100.53788484606181,99.31654538184712,100.74562574970018,98.2769652139144
12.25,12.75,A,10,101.00863654538198,100.58449820071999,99.26524990004005,99.9034226309475,97.87556577369062
12.5,13.0,A,10,101.08128748500616,102.46916433426618,101.1051899240303,99.38435825669733,99.28212714914032
12.75,13.25,A,10,99.9318392642942,100.99984806077563,101.44185125949618,100.19449820071937,101.0851099560176
13.0,13.5,A,10,99.18932427029198,98.88862055177933,101.13819272291072,100.80081967213104,100.48711315473814
13.25,13.75,A,10,98.39789284286296,98.72928828468608,101.60690123950421,101.70802479008412,100.2084406237507
13.5,14.0,A,10,99.40760495801693,97.52998400639754,99.72937624949985,100.78630547780882,100.96115953618536
13.75,14.25,A,10,101.02942023190721,98.58085565773685,101.07908836465417,98.42656537385051,100.11659336265485
14.0,14.5,A,10,100.15049980007998,100.18343462614946,101.87685725709721,100.0113074770091,99.20355857656952
14.25,14.75,A,10,99.70161135545791,99.9654658136745,100.7668212714915,101.96156337465013,100.7462894842064
14.5,15.0,A,10,99.6414274290282,99.44273890443826,101.25637345061972,101.5589684126349,100.6796761295484
14.75,15.25,A,10,98.50761695321877,99.32990003998403,100.70552179128353,100.71347860855668,99.3213274690122
15.0,15.5,A,10,98.43547780887636,100.27508196721317,100.43987604958039,100.91287085165933,100.2924630147941
15.25,15.75,A,10,100.1141623350661,102.74814474210301,101.62086765293887,101.81764894042392,100.57948820471806
15.5,16.0,A,10,100.09694122351051,102.27021591363436,101.04752099160353,99.39627748900433,100.2818512594964
15.75,16.25,A,10,97.64798480607745,99.50655337864832,99.96672131147541,97.54479408236698,98.70144342263099
16.0,16.5,A,10,98.22055977608967,100.26828868452617,100.64775289884055,98.49221111555377,98.06838064774095
16.25,16.75,A,10,100.83599360255886,101.68919232307084,101.55799680127964,99.29642942822849,99.59354658136738
16.5,17.0,A,10,100.092762894842,100.83724510195923,101.2977289084365,100.06447421031591,98.85985605757688
16.75,17.25,A,10,98.6424230307875,100.45955617752887,100.10639744102352,99.14961615353855,98.68972411035577
17.0,17.5,A,10,99.0450539784083,100.61127548980429,100.95779288284687,99.30544182327064,100.13486605357842
17.25,17.75,A,10,100.32549780087962,100.05968412634957,101.13351059576155,99.7944742103158,101.14007596961204
17.5,18.0,A,10,100.98704918032792,98.08522990803668,99.3332906837265,99.34523790483809,101.6662694922031
17.75,18.25,A,10,101.58790083966393,98.5588924430228,98.92697321071579,99.42279888044779,100.01671731307479
18.0,18.5,A,10,101.69794882047196,99.93964014394246,99.87610955617737,100.52895241903228,100.35335865653732
18.25,18.75,A,10,99.95796881247489,98.75894442223081,99.68239504198311,101.04105157936816,102.8013714514197
18.5,19.0,A,10,98.6766533386645,98.75449020391851,100.06371051579379,100.44312674930032,101.91596561375462
18.75,19.25,A,10,99.81361455417829,99.39109956017592,99.91185125949619,99.96658936425399,100.41786885245887
19.0,19.5,A,10,100.29851659336265,99.02316273490635,97.54437425029965,99.93721311475407,99.60800879648129
19.25,19.75,A,10,100.58866453418638,99.84345861655345,98.30409836065591,100.86039184326278,100.16675729708116
19.5,20.0,A,10,100.94395441823258,99.98820871651317,100.62056377449012,101.2313194722111,101.30183126749313
19.75,20.25,A,10,100.11765293882443,100.19136745301874,99.89007197121138,99.19620951619349,100.35175129948017
20.0,20.5,A,10,98.939356257497,100.06763294682133,99.33978408636571,98.9966853258696,98.94392642942817
20.25,20.75,A,10,99.55371051579364,99.28009596161554,100.51242303078786,100.39967612954808,99.55109956017593
20.5,21.0,A,10,100.61784486205534,100.15091163534572,99.5151219512195,101.57552179128345,100.71168332666933
20.75,21.25,A,10,100.55373450619747,100.41364254298279,98.55757696921229,101.22656537385043,100.05796881247504
21.0,21.5,A,10,99.525849660136,100.35321471411444,98.71421431427423,99.79514594162328,101.40064374250271
21.25,21.75,A,10,100.21245101959205,100.76030787684928,99.33727708916432,100.22892842862868,102.2582766893241
21.5,22.0,A,10,101.27639744102366,100.1510155937626,100.78053178728503,101.83025589764117,99.68030387844864
21.75,22.25,A,10,100.57820071971196,101.27640143942438,100.20737305077974,100.7745741703319,99.54718512594953
22.0,22.5,A,10,100.44383446621353,101.45022790883635,99.74352259096351,99.27145941623336,100.5694842063176
22.25,22.75,A,10,98.81500999600175,99.31603358656558,99.89622151139562,100.26589364254282,100.11032786885234
22.5,23.0,A,10,98.89371851259499,99.75536185525792,100.95399040383843,99.74047980807678,98.65287884846072
22.75,23.25,A,10,100.75694122351068,100.0762295081968,102.93319072371061,99.86034786085575,99.29074770091981
23.0,23.5,A,10,100.65095161935221,98.39449420231915,101.13563774490203,100.20339464214332,99.66355057976811
23.25,23.75,A,10,99.40241903238699,98.96742103158748,99.27896041583372,99.80107157137154,97.73822071171523
23.5,24.0,A,10,97.8100959616153,99.4256857257096,99.64756497401036,100.55204718112739,98.8666093562575
23.75,24.25,A,10,99.33742103158723,100.45166733306678,100.5233146741304,98.82518592562977,98.83315473810467
24.0,24.5,A,10,100.72344262295096,101.2181007596959,100.84299080367859,97.82670531787261,99.3521311475412
24.25,24.75,A,10,100.21731707317079,99.76021191523404,98.88824470211956,98.35964814074387,100.4956137544982
24.5,25.0,A,10,100.03844062375066,99.82644142343067,99.28944022391056,96.8975009996002,97.72050379848078
24.75,25.25,A,10,98.94714514194314,100.17242303078773,99.79866053578554,98.8088404638144,97.62132746901243
25.0,25.5,A,10,98.38201519392273,101.1462774890043,101.18089564174335,100.00826069572176,99.29059176329449
25.25,25.75,A,10,98.76659736105552,101.8210795681728,102.62223910435839,98.74959616153541,100.78308676529383
25.5,26.0,A,10,100.466825269892,100.89930027988812,99.61181927229123,99.18960015993619,101.6274970011995
25.75,26.25,A,10,100.41233906437444,100.73787285085979,98.20863254698128,100.1185485805677,100.54408236705332
26.0,26.5,A,10,100.16595361855252,100.94270691723308,100.32117552978798,101.1587445021991,99.0662055177929
26.25,26.75,A,10,100.83051579368268,100.53766493402654,101.21269892043173,100.10684126349445,99.79880847660941
26.5,27.0,A,10,98.26379848060772,101.1138304678127,100.78878048780483,99.75694922031195,101.36131547381034
26.75,27.25,A,10,99.00669732107147,101.12818472610952,99.49128348660543,100.29263494602151,100.21373850459818
27.0,27.5,A,10,100.90652139144329,101.36358256697324,98.65474210315881,98.66507397041171,101.14898440623756
27.25,27.75,A,10,100.15035585765717,102.4911275489804,100.16364254298287,98.8695641743303,101.94728508596563
27.5,28.0,A,10,100.07259496201513,101.12506997201115,100.62639344262311,101.52157936825259,101.06296681327458
27.75,28.25,A,10,101.10195521791252,99.52676529388243,99.61954818072765,101.52904838064777,98.32575369852074
28.0,28.5,A,10,101.21747700919641,100.63074770091957,101.49571771291475,99.01682127149128,96.97276689324269
28.25,28.75,A,10,99.26815673730508,99.78029188324682,102.80168332666938,99.08742902838873,98.38590563774491
28.5,29.0,A,10,97.7548140743702,98.53884046381445,99.22570571771298,101.07929228308684,100.6589804078369
28.75,29.25,A,10,98.2862015193922,99.54212714914057,99.6652538984406,99.79886445421832,102.06590963614535
29.0,29.5,A,10,98.99219512195128,99.31409436225512,100.36465813674533,98.57813674530176,101.19530587764886
29.25,29.75,A,10,98.99976809276298,98.36491403438639,99.0854218312675,99.47753298680502,101.76047580967627
29.5,30.0,A,10,101.08858456617351,99.89849660135927,100.76253498600532,100.49516993202728,101.72173130747693
29.75,30.25,A,10,101.84691723310685,100.65439424230318,99.38281487405041,100.88327868852464,101.47779288284703
30.0,30.5,A,10,100.42631347461031,99.33991603358669,98.0910915633747,100.89957616953225,101.20538184726098
30.25,30.75,A,10,99.5164094362253,100.18043982407019,99.19581367453027,101.90285485805668,100.41900439824063
