start_time,end_time,product_name,product_code,other_param_1_input_1,other_param_2_input_2,other_param_3_input_3,other_param_4_input_4,other_param_5_input_5
0.0,0.2046,A,10,98.774248046875,101.75578125000001,101.11423828125,100.98859374999999,99.992509765625
0.1024,0.307,A,10,98.83560546875,99.693447265625,101.1673046875,99.006259765625,101.236689453125
0.2048,0.4094,A,10,98.129775390625,98.35578125,101.92080078125,101.216181640625,100.102958984375
0.3072,0.5118,A,10,101.271240234375,100.5243359375,100.238876953125,101.93939453125,99.0075390625
0.4096,0.6142,A,10,101.7027734375,101.25939453125,101.56326171875,101.10681640625,103.14791015625
0.512,0.7166,A,10,98.98037109375,100.16263671875001,104.11728515624999,99.163388671875,102.137470703125
0.6144,0.819,A,10,99.2303125,100.266630859375,101.46516601562499,98.265380859375,100.062568359375
0.7168,0.9214,A,10,99.15479492187501,101.09638671875,99.3667578125,101.4313671875,101.24771484375
0.8192,1.0238,A,10,101.43724609374999,99.90257812499999,99.70698242187501,102.888935546875,101.70029296875
0.9216,1.1262,A,10,101.46248046875,99.72490234375,99.79818359375,100.680224609375,101.30838867187501
1.024,1.2286,A,10,97.7419921875,100.14384765625,96.76369140625,100.910595703125,98.846650390625
1.1264,1.331,A,10,99.68171875,100.58708007812501,96.822783203125,102.617060546875,101.131455078125
1.2288,1.4334,A,10,101.44736328125,101.403876953125,99.057099609375,102.852900390625,100.79193359375
1.3312,1.5358,A,10,99.917783203125,100.828974609375,100.32972656250001,98.42828125,97.20197265625
1.4336,1.6382,A,10,101.51499023437499,99.521279296875,100.95500000000001,96.39033203125,98.88439453125
1.536,1.7406,A,10,102.20395507812499,98.64821289062499,99.59880859375001,99.545068359375,100.89378906249999
1.6384,1.843,A,10,100.32787109374999,99.3181640625,100.415869140625,99.343623046875,98.377021484375
1.7408,1.9454,A,10,101.87681640625,98.794833984375,99.5114453125,98.529697265625,100.62034179687501
1.8432,2.0478,A,10,100.7796875,98.818642578125,99.5305859375,101.05498046875,105.247529296875
1.9456,2.1502,A,10,98.44353515625,97.521884765625,100.995322265625,102.43746093749999,104.9370703125
2.048,2.2526,A,10,98.92248046875,96.14143554687499,97.526376953125,99.639765625,102.70865234375
2.1504,2.355,A,10,101.320068359375,97.938056640625,98.194033203125,100.92742187500001,101.37797851562499
2.2528,2.4574,A,10,100.840517578125,98.6728125,103.1162890625,100.989619140625,102.451005859375
2.3552,2.5598,A,10,99.082275390625,101.10908203125001,102.214951171875,99.08763671874999,100.07300781250001
2.4576,2.6622,A,10,99.43201171875,102.752265625,97.963330078125,100.613525390625,99.49149414062501
2.56,2.7646,A,10,99.77659179687501,102.9875390625,96.946875,102.74974609374999,100.30857421875
2.6624,2.867,A,10,100.053369140625,104.286494140625,99.8895703125,103.909453125,100.414072265625
2.7648,2.9694,A,10,99.696484375,104.02294921875,102.008681640625,101.46822265624999,100.96607421875001
2.8672,3.0718,A,10,98.61203125,102.026220703125,102.339228515625,99.55677734375,100.3052734375
2.9696,3.1742,A,10,97.93443359375,98.11009765624999,101.806611328125,101.89375976562499,101.520947265625
3.072,3.2766,A,10,100.56638671875,95.52393554687501,100.34278320312501,102.933984375,102.00048828125
3.1744,3.379,A,10,99.080078125,96.57267578125001,99.608505859375,101.44172851562502,102.2057421875
3.2768,3.4814,A,10,99.84793945312501,98.4197265625,99.473115234375,102.02708007812501,99.04551757812499
3.3792,3.5838,A,10,101.28740234374999,96.89146484375,101.931171875,101.92827148437499,98.222138671875
3.4816,3.6862,A,10,100.6678515625,98.12308593750001,103.28223632812501,99.90349609375,98.11726562499999
3.584,3.7886,A,10,99.027578125,97.955283203125,100.47123046875001,97.33751953125,95.999189453125
3.6864,3.891,A,10,98.270927734375,98.641474609375,98.535126953125,96.71853515625,97.81740234375
3.7888,3.9934,A,10,100.31596679687499,103.091240234375,101.362255859375,98.33498046875,99.107177734375
3.8912,4.0958,A,10,99.93143554687501,102.09140625,101.0237890625,101.79933593749999,99.69125
3.9936,4.1982,A,10,100.3994140625,97.76350585937499,98.77486328125,103.10009765625,101.62310546875
4.096,4.3006,A,10,101.71507812499999,93.93146484375,100.2602734375,102.02564453125,101.216953125
4.1984,4.403,A,10,100.6741015625,97.975244140625,98.75501953125,100.72943359375,98.380634765625
4.3008,4.5054,A,10,100.444462890625,101.084130859375,95.757734375,99.62226562500001,97.390810546875
4.4032,4.6078,A,10,103.585107421875,100.0087890625,97.0052734375,100.517783203125,100.311142578125
4.5056,4.7102,A,10,101.450146484375,100.41314453125,99.731005859375,98.9864453125,101.04826171875
4.608,4.8126,A,10,97.3648828125,99.8266015625,97.81321289062501,97.130400390625,100.474658203125
4.7104,4.915,A,10,97.843466796875,100.201533203125,97.511513671875,99.84404296875,101.515634765625
4.8128,5.0174,A,10,101.22986328125,102.63774414062499,97.53515625,102.88282226562501,99.30739257812499
4.9152,5.1198,A,10,104.89705078125,101.64674804687499,97.26685546875001,101.88157226562501,100.195556640625
