start_time,end_time,product_name,product_code,input_param_1_input_1,input_param_2_input_2,input_param_3_input_3,input_param_4_input_4,input_param_5_input_5,input_param_6_input_6,input_param_7_input_7,input_param_8_input_8,input_param_9_input_9,input_param_10_input_10,input_param_11_input_11,input_param_12_input_12,input_param_13_input_13,input_param_14_input_14,input_param_15_input_15,input_param_16_input_16
0.0,0.5,A,B,99.30039584166344,100.04244702119163,101.20490203918435,101.21207916833283,99.83971211515397,99.30039584166344,100.04244702119163,101.20490203918435,101.21207916833283,99.83971211515397,99.30039584166344,100.04244702119163,101.20490203918435,99.30039584166344,100.04244702119163,101.20490203918435
0.25,0.75,A,B,99.56712914834077,100.13097161135553,101.8315673730507,100.55019192323068,101.12808876449421,99.56712914834077,100.13097161135553,101.8315673730507,100.55019192323068,101.12808876449421,99.56712914834077,100.13097161135553,101.8315673730507,99.56712914834077,100.13097161135553,101.8315673730507
0.5,1.0,A,B,100.12826469412232,100.67874850059972,101.28685325869651,100.54808876449431,101.92840063974377,100.12826469412232,100.67874850059972,101.28685325869651,100.54808876449431,101.92840063974377,100.12826469412232,100.67874850059972,101.28685325869651,100.12826469412232,100.67874850059972,101.28685325869651
0.75,1.25,A,B,99.66823670531791,100.10380647740918,98.78952419032387,101.42089564174329,100.44715313874441,99.66823670531791,100.10380647740918,98.78952419032387,101.42089564174329,100.44715313874441,99.66823670531791,100.10380647740918,98.78952419032387,99.66823670531791,100.10380647740918,98.78952419032387
1.0,1.5,A,B,100.0188164734106,100.4426669332266,98.48877648940378,100.57047980807683,99.59897640943609,100.0188164734106,100.4426669332266,98.48877648940378,100.57047980807683,99.59897640943609,100.0188164734106,100.4426669332266,98.48877648940378,100.0188164734106,100.4426669332266,98.48877648940378
1.25,1.75,A,B,101.37541383446664,100.09606557377056,99.80412235105983,99.60316673330661,99.5220111955217,101.37541383446664,100.09606557377056,99.80412235105983,99.60316673330661,99.5220111955217,101.37541383446664,100.09606557377056,99.80412235105983,101.37541383446664,100.09606557377056,99.80412235105983
1.5,2.0,A,B,101.31267093162714,98.98161135545787,99.65939224310257,99.7759456217513,101.57195121951219,101.31267093162714,98.98161135545787,99.65939224310257,99.7759456217513,101.57195121951219,101.31267093162714,98.98161135545787,99.65939224310257,101.31267093162714,98.98161135545787,99.65939224310257
1.75,2.25,A,B,99.86502998800455,97.95811275489815,99.08916833266692,100.1212514994005,102.69059576169522,99.86502998800455,97.95811275489815,99.08916833266692,100.1212514994005,102.69059576169522,99.86502998800455,97.95811275489815,99.08916833266692,99.86502998800455,97.95811275489815,99.08916833266692
2.0,2.5,A,B,99.56604558176716,97.92849260295868,100.75625349860054,100.28013194722105,102.18850059976009,99.56604558176716,97.92849260295868,100.75625349860054,100.28013194722105,102.18850059976009,99.56604558176716,97.92849260295868,100.75625349860054,99.56604558176716,97.92849260295868,100.75625349860054
2.25,2.75,A,B,100.06867253098798,100.92458216713301,100.31721311475408,101.19676929228292,100.93425429828085,100.06867253098798,100.92458216713301,100.31721311475408,101.19676929228292,100.93425429828085,100.06867253098798,100.92458216713301,100.31721311475408,100.06867253098798,100.92458216713301,100.31721311475408
2.5,3.0,A,B,100.39510195921643,103.50500999600155,99.31163534586157,101.66418232706924,99.7038904438226,100.39510195921643,103.50500999600155,99.31163534586157,101.66418232706924,99.7038904438226,100.39510195921643,103.50500999600155,99.31163534586157,100.39510195921643,103.50500999600155,99.31163534586157
2.75,3.25,A,B,99.81617752898849,100.85366653338679,101.342706917233,102.11972810875648,100.68718112754885,99.81617752898849,100.85366653338679,101.342706917233,102.11972810875648,100.68718112754885,99.81617752898849,100.85366653338679,101.342706917233,99.81617752898849,100.85366653338679,101.342706917233
3.0,3.5,A,B,98.67727309076378,97.86395041983204,100.67004798080758,101.93745701719315,100.5601239504201,98.67727309076378,97.86395041983204,100.67004798080758,101.93745701719315,100.5601239504201,98.67727309076378,97.86395041983204,100.67004798080758,98.67727309076378,97.86395041983204,100.67004798080758
3.25,3.75,A,B,99.43633746501388,97.22208716513403,101.04086765293881,100.42269492203128,98.77842862854855,99.43633746501388,97.22208716513403,101.04086765293881,100.42269492203128,98.77842862854855,99.43633746501388,97.22208716513403,101.04086765293881,99.43633746501388,97.22208716513403,101.04086765293881
3.5,4.0,A,B,99.88455817672937,99.30527788884437,101.62754498200731,98.59112355057964,98.48449020391816,99.88455817672937,99.30527788884437,101.62754498200731,98.59112355057964,98.48449020391816,99.88455817672937,99.30527788884437,101.62754498200731,99.88455817672937,99.30527788884437,101.62754498200731
3.75,4.25,A,B,99.97798080767701,99.32124750099968,100.3364894042382,100.68172331067576,99.96463414634161,99.97798080767701,99.32124750099968,100.3364894042382,100.68172331067576,99.96463414634161,99.97798080767701,99.32124750099968,100.3364894042382,99.97798080767701,99.32124750099968,100.3364894042382
4.0,4.5,A,B,100.59359056377454,98.11527389044392,97.71419832067215,101.42340263894444,99.31162335065987,100.59359056377454,98.11527389044392,97.71419832067215,101.42340263894444,99.31162335065987,100.59359056377454,98.11527389044392,97.71419832067215,100.59359056377454,98.11527389044392,97.71419832067215
4.25,4.75,A,B,101.21499000399834,99.61051579368254,97.34675729708117,99.1810435825671,99.61738504598166,101.21499000399834,99.61051579368254,97.34675729708117,99.1810435825671,99.61738504598166,101.21499000399834,99.61051579368254,97.34675729708117,101.21499000399834,99.61051579368254,97.34675729708117
4.5,5.0,A,B,100.88350259896048,100.58420231907245,98.16032387045193,100.01265493802465,100.33886045581758,100.88350259896048,100.58420231907245,98.16032387045193,100.01265493802465,100.33886045581758,100.88350259896048,100.58420231907245,98.16032387045193,100.88350259896048,100.58420231907245,98.16032387045193
4.75,5.25,A,B,101.41163134746097,100.81849260295901,98.01678128748507,101.13873250699721,100.67918832467011,101.41163134746097,100.81849260295901,98.01678128748507,101.13873250699721,100.67918832467011,101.41163134746097,100.81849260295901,98.01678128748507,101.41163134746097,100.81849260295901,98.01678128748507
5.0,5.5,A,B,100.55400639744111,99.64486205517781,100.1114754098363,101.56913234706113,101.70327069172315,100.55400639744111,99.64486205517781,100.1114754098363,101.56913234706113,101.70327069172315,100.55400639744111,99.64486205517781,100.1114754098363,100.55400639744111,99.64486205517781,100.1114754098363
5.25,5.75,A,B,99.14678928428644,99.55979608156734,100.09620551779301,102.42381847261103,99.15794082367071,99.14678928428644,99.55979608156734,100.09620551779301,102.42381847261103,99.15794082367071,99.14678928428644,99.55979608156734,100.09620551779301,99.14678928428644,99.55979608156734,100.09620551779301
